policy_id,policy_name,category,subcategory,applicable_to,department,description,version,effective_date,review_cycle,approval_authority,is_mandatory,last_updated_year,details
1254,360 Degree Feedback — Performance Management,Performance Management,360 Degree Feedback,New Joiners,Sales,"Outlines how KPIs are set, reviewed mid-year, and evaluated at year-end.",v2.0,28/08/2021,As Needed,HR Executive,Yes,2021,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-4"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""Yes""}"
1255,360 Degree Feedback — Performance Management,Performance Management,360 Degree Feedback,All Employees,IT,Covers the probation period evaluation criteria and confirmation process.,v1.0,21/11/2022,Quarterly,HR Manager,No,2022,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-4"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""Yes""}"
1256,Probation Review — Performance Management,Performance Management,Probation Review,Senior Staff,Admin,Covers the probation period evaluation criteria and confirmation process.,v3.0,04/11/2021,As Needed,CHRO,No,2021,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""No""}"
1257,Appraisal Process — Performance Management,Performance Management,Appraisal Process,All Employees,Admin,"Outlines how KPIs are set, reviewed mid-year, and evaluated at year-end.",v1.1,20/04/2023,Annual,HR Executive,Yes,2023,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""No""}"
1258,Performance Improvement Plan — Performance Management,Performance Management,Performance Improvement Plan,All Employees,Engineering,Specifies the 360-degree feedback collection process and how results are used.,v3.0,15/11/2024,Annual,Line Manager,No,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-4"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""Yes""}"
1259,360 Degree Feedback — Performance Management,Performance Management,360 Degree Feedback,Senior Staff,Customer Support,"Outlines how KPIs are set, reviewed mid-year, and evaluated at year-end.",v1.1,22/10/2024,Annual,Department Head,No,2024,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""Yes""}"
1260,Performance Improvement Plan — Performance Management,Performance Management,Performance Improvement Plan,Managers,HR,Specifies the 360-degree feedback collection process and how results are used.,v1.1,23/12/2023,Quarterly,HR Executive,No,2023,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""No""}"
1261,KPI Setting — Performance Management,Performance Management,KPI Setting,Permanent Employees,IT,Covers the probation period evaluation criteria and confirmation process.,v3.0,18/08/2023,Annual,CHRO,No,2023,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""No""}"
1262,Probation Review — Performance Management,Performance Management,Probation Review,All Employees,Legal,"Defines the annual appraisal cycle, rating methodology, and calibration process.",v1.1,09/03/2022,Annual,HR Manager,No,2022,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""Yes""}"
1263,Probation Review — Performance Management,Performance Management,Probation Review,All Employees,Admin,"Details the Performance Improvement Plan structure, timeline, and support provided.",v1.0,08/09/2024,Bi-Annual,Line Manager,No,2024,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""No""}"
1264,Performance Improvement Plan — Performance Management,Performance Management,Performance Improvement Plan,Senior Staff,Engineering,"Defines the annual appraisal cycle, rating methodology, and calibration process.",v3.0,27/04/2024,Bi-Annual,CHRO,Yes,2024,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""Yes""}"
1265,360 Degree Feedback — Performance Management,Performance Management,360 Degree Feedback,Permanent Employees,HR,"Defines the annual appraisal cycle, rating methodology, and calibration process.",v1.1,02/07/2024,Annual,Line Manager,No,2024,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""Yes""}"
1266,Performance Improvement Plan — Performance Management,Performance Management,Performance Improvement Plan,New Joiners,Engineering,"Outlines how KPIs are set, reviewed mid-year, and evaluated at year-end.",v1.1,16/10/2023,Annual,CHRO,Yes,2023,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""Yes""}"
1267,Appraisal Process — Performance Management,Performance Management,Appraisal Process,Senior Staff,Legal,"Outlines how KPIs are set, reviewed mid-year, and evaluated at year-end.",v2.1,12/04/2021,As Needed,Line Manager,No,2021,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""No""}"
1268,Probation Review — Performance Management,Performance Management,Probation Review,Senior Staff,IT,Specifies the 360-degree feedback collection process and how results are used.,v3.0,15/04/2023,Annual,HR Manager,Yes,2023,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""No""}"
1269,Performance Improvement Plan — Performance Management,Performance Management,Performance Improvement Plan,Senior Staff,Engineering,"Details the Performance Improvement Plan structure, timeline, and support provided.",v2.1,02/05/2024,As Needed,CHRO,Yes,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-4"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""Yes""}"
1270,Probation Review — Performance Management,Performance Management,Probation Review,All Employees,Finance,"Defines the annual appraisal cycle, rating methodology, and calibration process.",v3.0,07/09/2021,As Needed,Department Head,Yes,2021,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""Yes""}"
1271,Performance Improvement Plan — Performance Management,Performance Management,Performance Improvement Plan,All Employees,Sales,"Defines the annual appraisal cycle, rating methodology, and calibration process.",v1.0,19/04/2021,Quarterly,Department Head,No,2021,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-4"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""No""}"
1272,Appraisal Process — Performance Management,Performance Management,Appraisal Process,New Joiners,IT,"Defines the annual appraisal cycle, rating methodology, and calibration process.",v1.0,23/02/2021,Annual,Line Manager,Yes,2021,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""No""}"
1273,360 Degree Feedback — Performance Management,Performance Management,360 Degree Feedback,New Joiners,Engineering,Specifies the 360-degree feedback collection process and how results are used.,v2.0,24/07/2022,Bi-Annual,Department Head,Yes,2022,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""No""}"
1274,Probation Review — Performance Management,Performance Management,Probation Review,Permanent Employees,Engineering,"Defines the annual appraisal cycle, rating methodology, and calibration process.",v1.0,10/04/2021,As Needed,Line Manager,Yes,2021,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""Yes""}"
1275,KPI Setting — Performance Management,Performance Management,KPI Setting,Senior Staff,Finance,"Details the Performance Improvement Plan structure, timeline, and support provided.",v1.0,21/09/2024,Annual,Department Head,Yes,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-4"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""No""}"
1276,Probation Review — Performance Management,Performance Management,Probation Review,New Joiners,Marketing,"Details the Performance Improvement Plan structure, timeline, and support provided.",v1.1,20/02/2023,Annual,Department Head,No,2023,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-4"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""No""}"
1277,Probation Review — Performance Management,Performance Management,Probation Review,Permanent Employees,Customer Support,Covers the probation period evaluation criteria and confirmation process.,v1.2,01/06/2022,As Needed,CHRO,No,2022,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""No""}"
1278,KPI Setting — Performance Management,Performance Management,KPI Setting,Managers,Admin,Specifies the 360-degree feedback collection process and how results are used.,v2.0,18/02/2024,Quarterly,CHRO,Yes,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""No""}"
1279,KPI Setting — Performance Management,Performance Management,KPI Setting,Managers,Sales,"Defines the annual appraisal cycle, rating methodology, and calibration process.",v1.0,25/10/2024,Annual,Line Manager,Yes,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""No""}"
1280,360 Degree Feedback — Performance Management,Performance Management,360 Degree Feedback,Permanent Employees,Operations,Covers the probation period evaluation criteria and confirmation process.,v1.1,12/09/2024,Annual,HR Executive,Yes,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""Yes""}"
1281,KPI Setting — Performance Management,Performance Management,KPI Setting,Permanent Employees,Customer Support,Covers the probation period evaluation criteria and confirmation process.,v3.0,02/04/2023,As Needed,Department Head,Yes,2023,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""No""}"
1282,KPI Setting — Performance Management,Performance Management,KPI Setting,Senior Staff,Legal,"Details the Performance Improvement Plan structure, timeline, and support provided.",v2.0,21/06/2021,Annual,HR Executive,No,2021,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""No""}"
1283,Probation Review — Performance Management,Performance Management,Probation Review,Senior Staff,Legal,"Outlines how KPIs are set, reviewed mid-year, and evaluated at year-end.",v3.0,17/05/2021,Quarterly,HR Executive,No,2021,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""No""}"
1284,360 Degree Feedback — Performance Management,Performance Management,360 Degree Feedback,Senior Staff,IT,"Defines the annual appraisal cycle, rating methodology, and calibration process.",v1.1,03/09/2022,Bi-Annual,HR Executive,No,2022,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""Yes""}"
1285,Appraisal Process — Performance Management,Performance Management,Appraisal Process,Permanent Employees,Marketing,Specifies the 360-degree feedback collection process and how results are used.,v3.0,16/04/2024,As Needed,HR Manager,Yes,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""Yes""}"
1286,Probation Review — Performance Management,Performance Management,Probation Review,Senior Staff,HR,"Outlines how KPIs are set, reviewed mid-year, and evaluated at year-end.",v3.0,02/03/2022,Annual,Line Manager,No,2022,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""Yes""}"
1287,KPI Setting — Performance Management,Performance Management,KPI Setting,New Joiners,Admin,Covers the probation period evaluation criteria and confirmation process.,v2.0,20/03/2024,Bi-Annual,Department Head,Yes,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""No""}"
1288,Performance Improvement Plan — Performance Management,Performance Management,Performance Improvement Plan,New Joiners,Customer Support,Covers the probation period evaluation criteria and confirmation process.,v1.0,05/02/2024,As Needed,Department Head,Yes,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""No""}"
1289,Appraisal Process — Performance Management,Performance Management,Appraisal Process,Permanent Employees,Customer Support,Specifies the 360-degree feedback collection process and how results are used.,v2.1,16/11/2021,Annual,HR Manager,No,2021,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""No""}"
1290,Appraisal Process — Performance Management,Performance Management,Appraisal Process,Senior Staff,Finance,Specifies the 360-degree feedback collection process and how results are used.,v2.0,14/03/2021,Quarterly,HR Executive,No,2021,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-4"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""No""}"
1291,KPI Setting — Performance Management,Performance Management,KPI Setting,All Employees,Customer Support,"Defines the annual appraisal cycle, rating methodology, and calibration process.",v2.1,21/04/2024,Annual,HR Manager,No,2024,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-4"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""Yes""}"
1292,Probation Review — Performance Management,Performance Management,Probation Review,Managers,IT,"Details the Performance Improvement Plan structure, timeline, and support provided.",v2.0,22/07/2023,Quarterly,Line Manager,Yes,2023,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-4"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""No""}"
1293,Probation Review — Performance Management,Performance Management,Probation Review,Senior Staff,Operations,Specifies the 360-degree feedback collection process and how results are used.,v1.2,24/03/2024,Quarterly,Line Manager,Yes,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""Yes""}"
1294,Probation Review — Performance Management,Performance Management,Probation Review,New Joiners,IT,"Details the Performance Improvement Plan structure, timeline, and support provided.",v2.1,21/01/2024,Bi-Annual,HR Manager,Yes,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""No""}"
1295,Performance Improvement Plan — Performance Management,Performance Management,Performance Improvement Plan,Permanent Employees,Sales,"Details the Performance Improvement Plan structure, timeline, and support provided.",v2.1,20/11/2024,As Needed,HR Manager,No,2024,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""Yes""}"
1296,Appraisal Process — Performance Management,Performance Management,Appraisal Process,Permanent Employees,Operations,Covers the probation period evaluation criteria and confirmation process.,v1.1,22/01/2022,Bi-Annual,HR Manager,Yes,2022,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-5"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""Yes""}"
1297,360 Degree Feedback — Performance Management,Performance Management,360 Degree Feedback,Managers,Legal,Specifies the 360-degree feedback collection process and how results are used.,v2.1,03/09/2021,Annual,Department Head,No,2021,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""No""}"
1298,KPI Setting — Performance Management,Performance Management,KPI Setting,Senior Staff,Admin,"Outlines how KPIs are set, reviewed mid-year, and evaluated at year-end.",v2.0,06/07/2023,Annual,Line Manager,No,2023,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Quarterly"", ""pip_duration_weeks"": 12, ""bell_curve_applied"": ""No""}"
1299,Probation Review — Performance Management,Performance Management,Probation Review,Managers,Customer Support,Covers the probation period evaluation criteria and confirmation process.,v1.2,25/04/2024,As Needed,HR Executive,No,2024,"{""appraisal_cycle"": ""Bi-Annual"", ""rating_scale"": ""1-4"", ""kpi_review_frequency"": ""Bi-Annual"", ""pip_duration_weeks"": 8, ""bell_curve_applied"": ""Yes""}"
1300,Performance Improvement Plan — Performance Management,Performance Management,Performance Improvement Plan,All Employees,Finance,Specifies the 360-degree feedback collection process and how results are used.,v3.0,12/09/2024,Quarterly,Department Head,Yes,2024,"{""appraisal_cycle"": ""Annual"", ""rating_scale"": ""A-E"", ""kpi_review_frequency"": ""Monthly"", ""pip_duration_weeks"": 4, ""bell_curve_applied"": ""No""}"
1301,Probation Period — Recruitment & Onboarding,Recruitment & Onboarding,Probation Period,All New Joiners,IT,Defines end-to-end recruitment process from job posting to offer rollout.,v1.1,07/10/2023,Quarterly,HR Executive,Yes,2023,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 10, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""Yes""}"
1302,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,All New Joiners,Finance,"Outlines the background verification steps, timelines, and vendors used.",v1.1,25/02/2022,Quarterly,Department Head,Yes,2022,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 25000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""Yes""}"
1303,Offer Letter Policy — Recruitment & Onboarding,Recruitment & Onboarding,Offer Letter Policy,Recruitment Team,Admin,"Specifies the components of an offer letter, validity period, and negotiation guidelines.",v2.1,25/09/2022,As Needed,CHRO,Yes,2022,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""Yes""}"
1304,Onboarding Checklist — Recruitment & Onboarding,Recruitment & Onboarding,Onboarding Checklist,All Employees,Engineering,"Covers the employee referral bonus structure, eligibility, and payout timeline.",v2.1,15/02/2022,As Needed,CHRO,No,2022,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""Yes""}"
1305,Hiring Process — Recruitment & Onboarding,Recruitment & Onboarding,Hiring Process,All New Joiners,Customer Support,"Specifies the components of an offer letter, validity period, and negotiation guidelines.",v1.2,09/08/2022,Quarterly,Department Head,Yes,2022,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""No""}"
1306,Probation Period — Recruitment & Onboarding,Recruitment & Onboarding,Probation Period,All New Joiners,Legal,"Specifies the components of an offer letter, validity period, and negotiation guidelines.",v1.2,19/11/2022,Bi-Annual,HR Executive,No,2022,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 15000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1307,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,Hiring Managers,Engineering,"Details the onboarding schedule, system access, and buddy programme for new joiners.",v1.1,28/11/2022,As Needed,HR Executive,No,2022,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 15000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""Yes""}"
1308,Probation Period — Recruitment & Onboarding,Recruitment & Onboarding,Probation Period,Hiring Managers,Finance,Defines end-to-end recruitment process from job posting to offer rollout.,v1.2,24/06/2024,Annual,HR Executive,No,2024,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 15000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""No""}"
1309,Onboarding Checklist — Recruitment & Onboarding,Recruitment & Onboarding,Onboarding Checklist,HR Department,Customer Support,"Specifies the components of an offer letter, validity period, and negotiation guidelines.",v1.1,12/06/2023,Bi-Annual,Line Manager,No,2023,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""No""}"
1310,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,Hiring Managers,Legal,"Specifies the components of an offer letter, validity period, and negotiation guidelines.",v3.0,03/03/2021,As Needed,Line Manager,No,2021,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 10, ""referral_bonus_inr"": 15000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""No""}"
1311,Probation Period — Recruitment & Onboarding,Recruitment & Onboarding,Probation Period,All Employees,Admin,"Specifies the components of an offer letter, validity period, and negotiation guidelines.",v1.2,06/03/2024,As Needed,Line Manager,Yes,2024,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 10, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""No""}"
1312,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,All Employees,Sales,Defines end-to-end recruitment process from job posting to offer rollout.,v1.0,25/07/2021,Annual,HR Executive,Yes,2021,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 15000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""Yes""}"
1313,Onboarding Checklist — Recruitment & Onboarding,Recruitment & Onboarding,Onboarding Checklist,All New Joiners,Finance,"Outlines the background verification steps, timelines, and vendors used.",v3.0,05/09/2022,As Needed,CHRO,No,2022,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""No""}"
1314,Onboarding Checklist — Recruitment & Onboarding,Recruitment & Onboarding,Onboarding Checklist,Recruitment Team,IT,"Specifies the components of an offer letter, validity period, and negotiation guidelines.",v2.0,21/12/2024,Bi-Annual,Department Head,Yes,2024,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 15000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""Yes""}"
1315,Offer Letter Policy — Recruitment & Onboarding,Recruitment & Onboarding,Offer Letter Policy,All New Joiners,Operations,"Details the onboarding schedule, system access, and buddy programme for new joiners.",v1.1,17/03/2021,Annual,CHRO,No,2021,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 25000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""Yes""}"
1316,Offer Letter Policy — Recruitment & Onboarding,Recruitment & Onboarding,Offer Letter Policy,HR Department,Operations,"Details the onboarding schedule, system access, and buddy programme for new joiners.",v2.1,07/07/2023,Annual,Department Head,No,2023,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1317,Offer Letter Policy — Recruitment & Onboarding,Recruitment & Onboarding,Offer Letter Policy,HR Department,Finance,"Details the onboarding schedule, system access, and buddy programme for new joiners.",v2.1,21/12/2023,Quarterly,Line Manager,Yes,2023,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""Yes""}"
1318,Hiring Process — Recruitment & Onboarding,Recruitment & Onboarding,Hiring Process,All Employees,Admin,"Covers the employee referral bonus structure, eligibility, and payout timeline.",v1.2,11/01/2022,As Needed,Line Manager,No,2022,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""Yes""}"
1319,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,All Employees,Finance,Defines end-to-end recruitment process from job posting to offer rollout.,v1.0,07/06/2024,Annual,Department Head,Yes,2024,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 25000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""No""}"
1320,Hiring Process — Recruitment & Onboarding,Recruitment & Onboarding,Hiring Process,Hiring Managers,Operations,Defines end-to-end recruitment process from job posting to offer rollout.,v2.0,07/05/2022,As Needed,HR Manager,No,2022,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""Yes""}"
1321,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,HR Department,Admin,"Outlines the background verification steps, timelines, and vendors used.",v3.0,13/11/2024,Bi-Annual,HR Manager,Yes,2024,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""Yes""}"
1322,Onboarding Checklist — Recruitment & Onboarding,Recruitment & Onboarding,Onboarding Checklist,All New Joiners,Marketing,"Outlines the background verification steps, timelines, and vendors used.",v1.0,21/07/2022,Annual,Department Head,No,2022,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""Yes""}"
1323,Hiring Process — Recruitment & Onboarding,Recruitment & Onboarding,Hiring Process,HR Department,Admin,"Covers the employee referral bonus structure, eligibility, and payout timeline.",v3.0,25/02/2023,Bi-Annual,Line Manager,Yes,2023,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 10, ""referral_bonus_inr"": 25000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1324,Offer Letter Policy — Recruitment & Onboarding,Recruitment & Onboarding,Offer Letter Policy,Hiring Managers,Sales,"Covers the employee referral bonus structure, eligibility, and payout timeline.",v1.1,18/11/2023,Bi-Annual,HR Executive,No,2023,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1325,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,All New Joiners,Admin,Defines end-to-end recruitment process from job posting to offer rollout.,v3.0,07/10/2024,Quarterly,HR Executive,No,2024,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 15000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""No""}"
